"","Graph size","Edge fraction","Max Degree","Mean Degree","Distinct Cliques >= l","Max Clique Size"
"1",5000,0.00610674134826965,228,30.5276,42,28
"2",5000,0.00594262852570514,203,29.7072,43,25
"3",5000,0.00622604520904181,266,31.124,37,24
"4",5000,0.00604416883376675,255,30.2148,37,25
"5",5000,0.00604808961792359,215,30.2344,38,27
"6",5000,0.00523328665733147,173,26.1612,33,26
"7",5000,0.00643264652930586,223,32.1568,48,27
"8",5000,0.00617235447089418,228,30.8556,38,24
"9",5000,0.00683664732946589,242,34.1764,45,33
"10",5000,0.00625605121024205,218,31.274,38,31
