"","Graph size","Edge fraction","Max Degree","Mean Degree","Distinct Cliques >= l","Max Clique Size","Mean Degree Centrality"
"1",10000,0.00500732073207321,353,50.0682,32,45,0.127932867768089
"2",10000,0.00536655665566557,370,53.6602,42,33,0.122641546028283
"3",10000,0.00542302230223022,389,54.2248,41,33,0.122655492671177
"4",10000,0.00573061306130613,390,57.3004,52,46,0.135233055965725
"5",10000,0.00496929692969297,340,49.688,44,52,0.131167378942891
"6",10000,0.00520644064406441,347,52.0592,39,43,0.139134975239754
"7",10000,0.00537809780978098,374,53.7756,38,57,0.131295486436961
"8",10000,0.00516757675767577,379,51.6706,39,40,0.124489634935803
"9",10000,0.00509450945094509,373,50.94,43,31,0.121762825323541
"10",10000,0.00542952295229523,384,54.2898,43,50,0.126762260444439
