"","Graph size","Edge fraction","Max Degree","Mean Degree","Distinct Cliques >= l","Max Clique Size"
"1",5000,0.00647281456291258,237,32.3576,42,33
"2",5000,0.00620460092018404,218,31.0168,43,31
"3",5000,0.00661764352870574,269,33.0816,43,29
"4",5000,0.00656363272654531,226,32.8116,42,34
"5",5000,0.00657667533506701,226,32.8768,52,37
"6",5000,0.00574090818163633,194,28.6988,37,24
"7",5000,0.00578635727145429,183,28.926,40,26
"8",5000,0.00578307661532306,198,28.9096,32,28
"9",5000,0.00582732546509302,218,29.1308,36,20
"10",5000,0.00557647529505901,206,27.8768,47,29
