"","Graph size","Edge fraction","Max Degree","Mean Degree","Distinct Cliques >= l","Max Clique Size"
"1",10000,0.012017301730173,643,120.161,41,34
"2",10000,0.0125365336533653,680,125.3528,49,43
"3",10000,0.011974797479748,670,119.736,50,46
"4",10000,0.0120468246824682,638,120.4562,35,38
"5",10000,0.0110349634963496,637,110.3386,41,32
"6",10000,0.011590799079908,651,115.8964,42,49
"7",10000,0.0119847184718472,688,119.8352,44,34
"8",10000,0.0120171217121712,639,120.1592,51,34
"9",10000,0.0117770177017702,638,117.7584,51,44
"10",10000,0.0111269126912691,647,111.258,39,45
