"","CliqueSize_6","CliqueSize_8","CliqueSize_12","CliqueSize_16"
"1",1,0.645620657758225,0.0881579354197952,NA
"2",0.932038563492062,2.19701788647694e-06,0.00014037984430217,2.67948058164792e-05
