"","Graph size","Edge fraction","Max Degree","Mean Degree","Distinct Cliques >= l","Max Clique Size"
"1",5000,0.00846025205041008,272,42.2928,52,23
"2",5000,0.00826909381876375,275,41.3372,48,28
"3",5000,0.00835575115023005,245,41.7704,43,27
"4",5000,0.00747733546709342,228,37.3792,48,39
"5",5000,0.00889753950790158,247,44.4788,52,28
"6",5000,0.00865773154630926,240,43.28,43,33
"7",5000,0.00820908181636327,231,41.0372,48,32
"8",5000,0.00782652530506101,212,39.1248,50,22
"9",5000,0.00832694538907782,248,41.6264,41,27
"10",5000,0.00901956391278256,273,45.0888,58,24
