"","Graph size","Edge fraction","Max Degree","Mean Degree","Distinct Cliques >= l","Max Clique Size"
"1",10000,0.00483722372237224,465,48.3674,38,36
"2",10000,0.00493473347334733,383,49.3424,39,41
"3",10000,0.00525142514251425,454,52.509,37,25
"4",10000,0.00483522352235223,387,48.3474,47,40
"5",10000,0.00481762176217622,381,48.1714,40,33
"6",10000,0.00503750375037504,443,50.37,39,30
"7",10000,0.00506612661266127,442,50.6562,40,37
"8",10000,0.00488598859885989,397,48.855,50,40
"9",10000,0.00532691269126913,452,53.2638,40,48
"10",10000,0.00480768076807681,392,48.072,39,28
