"","Graph size","Edge fraction","Max Degree","Mean Degree","Distinct Cliques >= l","Max Clique Size"
"1",20000,0.00267965898294915,579,53.5905,61,NA
"2",20000,0.00271414070703535,522,54.2801,65,NA
"3",20000,0.00276713335666783,619,55.3399,66,NA
"4",20000,0.00276013300665033,587,55.1999,59,NA
"5",20000,0.00268754937746887,603,53.7483,60,NA
"6",20000,0.00276020301015051,647,55.2013,67,NA
"7",20000,0.00261617580879044,528,52.3209,69,NA
"8",20000,0.00267301865093255,559,53.4577,54,NA
"9",20000,0.0027363618180909,519,54.7245,62,NA
"10",20000,0.00277075353767688,608,55.4123,70,NA
