"","Graph size","Edge fraction","Max Degree","Mean Degree","Distinct Cliques >= l","Max Clique Size","Mean Degree Centrality"
"1",3536,0.025322726196343,348,89.5158371040724,117,31,0.24425067838712
"2",3536,0.0225252324844637,327,79.6266968325792,100,31,0.241760203938421
"3",3536,0.0241654239761403,336,85.4247737556561,107,29,0.237314542740524
"4",3536,0.0241443035706286,348,85.3501131221719,103,26,0.235923270353367
"5",3536,0.0243587076871876,341,86.1080316742081,101,23,0.241335839828326
"6",3536,0.0252921656095797,349,89.4078054298643,108,31,0.239438206128101
"7",3536,0.0256137717844183,336,90.5446832579185,111,20,0.260652429220049
"8",3536,0.0251697632594546,362,88.9751131221719,110,20,0.240002003648155
"9",3536,0.0231046036083893,328,81.6747737556561,98,21,0.234452366823992
"10",3536,0.0225901937317196,343,79.856334841629,100,16,0.223169759446594
