"","Graph size","Edge fraction","Max Degree","Mean Degree","Distinct Cliques >= l","Max Clique Size","Mean Degree Centrality"
"1",3536,0.0164031949413429,339,57.9852941176471,79,22,0.158636718327416
"2",3536,0.015340294533655,314,54.2279411764706,71,25,0.162538176083494
"3",3536,0.0165321574174224,330,58.4411764705882,81,32,0.150162211686071
"4",3536,0.0167710420040065,342,59.2856334841629,77,22,0.158738355570447
"5",3536,0.0169601656351802,362,59.954185520362,73,18,0.149065919447674
"6",3536,0.0148279646969222,321,52.4168552036199,70,19,0.146220571284974
"7",3536,0.0162750324806236,312,57.5322398190045,86,25,0.169260866764128
"8",3536,0.0174384148175645,360,61.6447963800905,90,28,0.163995483652852
"9",3536,0.0146521213207294,314,51.7952488687783,71,21,0.150539426519901
"10",3536,0.0151756513725064,326,53.64592760181,77,22,0.153400024079242
