"","Graph size","Edge fraction","Max Degree","Mean Degree","Distinct Cliques >= l","Max Clique Size","Mean Degree Centrality"
"1",10000,0.0071974197419742,634,71.967,39,NA,0.106020664986512
"2",10000,0.00745626562656266,616,74.5552,42,NA,0.112803572403487
"3",10000,0.00702794279427943,632,70.2724,44,NA,0.106517111223664
"4",10000,0.00815627562756276,668,81.5546,42,NA,0.113232337106559
"5",10000,0.00765038503850385,675,76.4962,34,NA,0.107392891412931
"6",10000,0.00823588358835884,679,82.3506,44,NA,0.11269096761565
"7",10000,0.0084025602560256,679,84.0172,35,NA,0.118222539791934
"8",10000,0.00858007800780078,676,85.7922,34,NA,0.118853699334731
"9",10000,0.00878321832183218,695,87.8234,48,NA,0.119711802888056
"10",10000,0.00837657765776578,667,83.7574,31,NA,0.118584655621711
