"","Graph size","Edge fraction","Max Degree","Mean Degree","Distinct Cliques >= l","Max Clique Size"
"1",10000,0.00365426542654265,373,36.539,44,40
"2",10000,0.00391409140914091,348,39.137,44,43
"3",10000,0.00360642064206421,278,36.0606,45,47
"4",10000,0.0037992799279928,318,37.989,53,35
"5",10000,0.00381148114811481,371,38.111,42,34
"6",10000,0.00362212221222122,312,36.2176,35,44
"7",10000,0.00382376237623762,391,38.2338,44,47
"8",10000,0.00366670667066707,337,36.6634,45,45
"9",10000,0.00351625162516252,334,35.159,44,44
"10",10000,0.00385582558255826,337,38.5544,49,45
