"","Graph size","Edge fraction","Max Degree","Mean Degree","Distinct Cliques >= l","Max Clique Size"
"1",10000,0.00452695269526953,380,45.265,42,38
"2",10000,0.00474319431943194,423,47.4272,37,37
"3",10000,0.00447608760876088,373,44.7564,38,35
"4",10000,0.00474951495149515,440,47.4904,48,64
"5",10000,0.00537155715571557,424,53.7102,46,47
"6",10000,0.00465102510251025,404,46.5056,40,33
"7",10000,0.00509030903090309,413,50.898,45,48
"8",10000,0.00514465446544654,421,51.4414,41,42
"9",10000,0.00491831183118312,399,49.1782,39,41
"10",10000,0.00527328732873287,424,52.7276,32,35
