"","Graph size","Edge fraction","Max Degree","Mean Degree","Distinct Cliques >= l","Max Clique Size"
"1",20000,0.00376784839241962,750,75.3532,64,NA
"2",20000,0.00376674833741687,757,75.3312,56,NA
"3",20000,0.00378326916345817,765,75.6616,61,NA
"4",20000,0.00396736836841842,774,79.3434,55,NA
"5",20000,0.0034249612480624,673,68.4958,53,NA
"6",20000,0.00365919795989799,668,73.1803,57,NA
"7",20000,0.00377955397769889,730,75.5873,61,NA
"8",20000,0.00372423621181059,730,74.481,71,NA
"9",20000,0.00364642732136607,677,72.9249,59,NA
"10",20000,0.00358406420321016,681,71.6777,58,NA
