"","Graph size","Edge fraction","Max Degree","Mean Degree","Distinct Cliques >= l","Max Clique Size"
"1",3536,0.0117533456642368,229,41.5480769230769,66,17
"2",3536,0.0116376634431381,207,41.1391402714932,68,28
"3",3536,0.0113917387213834,211,40.2697963800905,75,24
"4",3536,0.0119485494121487,226,42.2381221719457,76,23
"5",3536,0.0120047104904414,200,42.4366515837104,74,23
"6",3536,0.0119498294367252,206,42.2426470588235,79,24
"7",3536,0.0118791080788751,196,41.9926470588235,82,24
"8",3536,0.0112330156739009,194,39.7087104072398,71,21
"9",3536,0.0116872643954764,201,41.314479638009,77,18
"10",3536,0.0122560753166461,227,43.3252262443439,78,26
