"","Graph size","Edge fraction","Max Degree","Mean Degree","Distinct Cliques >= l","Max Clique Size","Mean Degree Centrality"
"1",10000,0.00678159815981598,604,67.8092,44,NA,0.104568377357342
"2",10000,0.00872163216321632,694,87.2076,43,NA,0.117802000949187
"3",10000,0.00848770877087709,674,84.8686,46,NA,0.116983132759587
"4",10000,0.00773237323732373,665,77.316,44,NA,0.109370133571313
"5",10000,0.00786450645064506,663,78.6372,44,NA,0.113286113016571
"6",10000,0.00838581858185819,687,83.8498,45,NA,0.117083896185337
"7",10000,0.00713595359535954,645,71.3524,41,NA,0.104679059463305
"8",10000,0.00837857785778578,698,83.7774,44,NA,0.112092558802437
"9",10000,0.00757473747374737,641,75.7398,38,NA,0.107972278689904
"10",10000,0.00812203220322032,667,81.2122,38,NA,0.113439914196212
