"","Graph size","Edge fraction","Max Degree","Mean Degree","Distinct Cliques >= l","Max Clique Size"
"1",20000,0.00582396619830992,761,116.4735,51,NA
"2",20000,0.00605837791889594,814,121.1615,55,NA
"3",20000,0.00646045802290115,878,129.2027,58,NA
"4",20000,0.00638817440872044,831,127.7571,65,NA
"5",20000,0.00630626531326566,852,126.119,50,NA
"6",20000,0.00661675583779189,852,132.3285,54,NA
"7",20000,0.00597709885494275,828,119.536,54,NA
"8",20000,0.00608587429371469,854,121.7114,59,NA
"9",20000,0.00584998249912496,808,116.9938,49,NA
"10",20000,0.00570061503075154,795,114.0066,52,NA
