"","Graph size","Edge fraction","Max Degree","Mean Degree","Distinct Cliques >= l","Max Clique Size"
"1",10000,0.00784022402240224,475,78.3944,38,47
"2",10000,0.00811551155115512,495,81.147,41,32
"3",10000,0.00816583658365837,479,81.6502,42,50
"4",10000,0.00787986798679868,480,78.7908,44,40
"5",10000,0.00798723872387239,507,79.8644,43,47
"6",10000,0.00843270327032703,490,84.3186,44,46
"7",10000,0.00833931393139314,519,83.3848,41,32
"8",10000,0.00777173717371737,479,77.7096,39,29
"9",10000,0.0080968896889689,465,80.9608,50,35
"10",10000,0.00804620462046205,520,80.454,37,47
