"","Graph size","Edge fraction","Max Degree","Mean Degree","Distinct Cliques >= l","Max Clique Size","Mean Degree Centrality"
"1",3536,0.0186398778856554,290,65.8919683257919,95,25,0.202788606069742
"2",3536,0.0174086542461615,272,61.539592760181,87,27,0.190180835310456
"3",3536,0.0177776213303295,281,62.8438914027149,88,19,0.204002800477982
"4",3536,0.0173265726701953,253,61.2494343891403,91,19,0.223902136891928
"5",3536,0.0155634988191773,238,55.0169683257919,81,16,0.21492284073017
"6",3536,0.0174894557975513,280,61.8252262443439,88,26,0.196929256313797
"7",3536,0.0179153839753723,249,63.3308823529412,92,21,0.239561717896454
"8",3536,0.0175307365901425,266,61.9711538461538,89,31,0.206615486899697
"9",3536,0.017692019686778,264,62.5412895927602,105,33,0.206775940483063
"10",3536,0.0169033645445993,281,59.7533936651584,86,18,0.191348657255396
