"","Graph size","Edge fraction","Max Degree","Mean Degree","Distinct Cliques >= l","Max Clique Size","Mean Degree Centrality"
"1",10000,0.00508128812881288,378,50.8078,30,37,0.11611163070553
"2",10000,0.00526640664066407,362,52.6588,35,49,0.13179936235803
"3",10000,0.00528286828682868,366,52.8234,49,37,0.128868352560888
"4",10000,0.00535777577757776,365,53.5724,45,55,0.121706237825466
"5",10000,0.00557091709170917,370,55.7036,41,38,0.140766425752314
"6",10000,0.00528386838683868,414,52.8334,46,35,0.119650539321013
"7",10000,0.00526242624262426,358,52.619,40,33,0.135300771669162
"8",10000,0.0054986298629863,380,54.9808,50,43,0.129331165957544
"9",10000,0.00557197719771977,377,55.7142,52,42,0.13544448973312
"10",10000,0.0056963096309631,394,56.9574,43,47,0.124111317082317
