"","Graph size","Edge fraction","Max Degree","Mean Degree","Distinct Cliques >= l","Max Clique Size","Mean Degree Centrality"
"1",3536,0.00870368711079253,170,30.7675339366516,62,21,0.159527757504351
"2",3536,0.00847216266552318,188,29.9490950226244,54,23,0.148604700902249
"3",3536,0.00826303865034209,158,29.2098416289593,62,39,0.136029397470995
"4",3536,0.00811407579025517,190,28.683257918552,53,22,0.146758189482535
"5",3536,0.00787071111765346,165,27.822963800905,51,40,0.093912755713782
"6",3536,0.0078572708596005,189,27.7754524886878,55,19,0.126688110415908
"7",3536,0.00760350598731496,169,26.8783936651584,56,22,0.148435845614059
"8",3536,0.00814431637087432,182,28.7901583710407,61,30,0.140864838879596
"9",3536,0.00802751412827126,191,28.3772624434389,47,23,0.136245176967792
"10",3536,0.00849520310789967,195,30.0305429864253,53,20,0.13551851989482
