"","CliqueSize_6","CliqueSize_8","CliqueSize_12","CliqueSize_16"
"1",NA,0.156118045315971,0.0162827818316756,0.143234907524669
"2",0.484635132951749,0.188875602837562,0.117185087198138,0.000296321155771332
