"","Graph size","Edge fraction","Max Degree","Mean Degree","Distinct Cliques >= l","Max Clique Size"
"1",5000,0.00584324864972995,181,29.2104,38,20
"2",5000,0.00647897579515903,236,32.3884,43,26
"3",5000,0.0060869773954791,174,30.4288,43,40
"4",5000,0.00595863172634527,178,29.7872,40,25
"5",5000,0.00654290858171634,203,32.708,44,36
"6",5000,0.0061127425485097,228,30.5576,39,20
"7",5000,0.00628997799559912,205,31.4436,38,25
"8",5000,0.00633062612522505,221,31.6468,43,31
"9",5000,0.00559767953590718,188,27.9828,40,45
"10",5000,0.0062750950190038,224,31.3692,44,38
