"","Graph size","Edge fraction","Max Degree","Mean Degree","Distinct Cliques >= l","Max Clique Size","Mean Degree Centrality"
"1",5000,0.00815459091818364,217,40.7648,53,29,0.178913755718519
"2",5000,0.00790326065213043,224,39.5084,40,22,0.15943797419036
"3",5000,0.00861468293658732,237,43.0648,48,32,0.1591691498526
"4",5000,0.00904100820164033,251,45.196,51,28,0.159464200068011
"5",5000,0.00766345269053811,218,38.3096,43,22,0.172190973613773
"6",5000,0.00855483096619324,240,42.7656,44,24,0.156035627051612
"7",5000,0.00928361672334467,269,46.4088,59,31,0.138225366157557
"8",5000,0.00853858771754351,239,42.6844,51,28,0.163532801129112
"9",5000,0.00855411082216443,246,42.762,42,24,0.143448104645783
"10",5000,0.00790542108421684,231,39.5192,36,24,0.157214727379589
