"","Graph size","Edge fraction","Max Degree","Mean Degree","Distinct Cliques >= l","Max Clique Size","Mean Degree Centrality"
"1",3536,0.0142855542826422,310,50.4994343891403,68,22,0.145864118127768
"2",3536,0.0175246564734043,357,61.9496606334842,85,26,0.160417365866234
"3",3536,0.015421416091189,320,54.5147058823529,74,27,0.159604344621885
"4",3536,0.0153831753569669,332,54.3795248868778,78,27,0.15641718701687
"5",3536,0.0180558666726401,382,63.8274886877828,79,20,0.162074987753241
"6",3536,0.0139145071585374,291,49.1877828054299,78,22,0.154835004177096
"7",3536,0.014377236042932,314,50.8235294117647,75,21,0.146692103761687
"8",3536,0.0167574417428815,353,59.237556561086,79,27,0.15662078615973
"9",3536,0.01735569322931,355,61.3523755656109,80,20,0.161832745695364
"10",3536,0.015977586769666,325,56.4807692307692,75,21,0.169231332710699
